timestamp,Temperature,Relative Humidity ,Wind Speed,Wind Direction,Basel Cloud Cover Total,Shortwave Radiation,Soil Temperature
20090101T0000,2.1105285,86,18.014393,272.29062,100,0,2.869995
20090101T0100,1.2805287,88,17.673029,266.49646,8,0,2.330017
20090101T0200,1.5305287,87,18.998314,260.1807,100,0,2.0599976
20090101T0300,0.54052866,90,17.518356,260.5377,3,0,1.5599976
20090101T0400,-0.44947132,89,19.70815,260.5377,4,0,0.9299927
20090101T0500,2.5905285,96,2.6208394,344.0546,100,0,1.3600159
20090101T0600,2.5505285,96,2.6208394,344.0546,100,0,1.3300171
20090101T0700,2.4705286,96,2.2768397,341.56506,100,0,1.3099976
20090101T0800,2.4105287,96,2.2768397,341.56506,100,0,1.2900085
20090101T0900,2.6205285,94,2.1897945,350.5377,100,12.46,1.2799988
20090101T1000,3.1405284,91,1.8,360,100,80.99,1.3900146
20090101T1100,3.6905286,89,1.8,360,100,137.95,1.5899963
20090101T1200,4.3005285,87,1.8,360,100,175.33,1.8800049
20090101T1300,6.2305284,66,0.35999998,180,100,270.56,2.5299988
20090101T1400,6.3405285,66,0.5091169,44.999985,100,291.03,3.5599976
20090101T1500,5.0005283,73,1.609969,26.565033,0,251.87,3.9200134
20090101T1600,3.8505285,78,3.7064266,29.05458,0,151.3,3.7000122
20090101T1700,2.7105286,84,5.00128,30.256424,0,33.82,3.3600159
20090101T1800,2.1105285,89,5.692099,34.69516,0,0,3.3600159
20090101T1900,1.6205287,92,5.904439,37.568573,0,0,3.3600159
20090101T2000,1.2505287,95,5.6233797,39.805573,0,0,3.3600159
20090101T2100,0.98052865,98,5.1165614,39.2894,0,0,3.3600159
20090101T2200,0.7705287,99,4.8965297,36.027374,12,0,3.3600159
20090101T2300,0.68052864,100,4.6938257,32.47119,22,0,3.3600159
20090102T0000,0.79052866,97,4.510787,28.610443,27,0,2.4200134
20090102T0100,0.8905287,96,4.2136917,19.983109,100,0,1.8300171
20090102T0200,1.1705287,95,4.1046314,15.255127,100,0,1.4599915
20090102T0300,0.98052865,95,4.1046314,15.255127,100,0,1.1700134
20090102T0400,0.90052867,95,3.8773184,21.801407,100,0,0.9200134
20090102T0500,-0.44947132,90,3.8939953,326.30994,100,0,1
20090102T0600,-0.68947136,92,4.32,360,100,0,0.99002075
20090102T0700,-1.0594714,93,7.2359104,5.7105865,100,0,0.9500122
20090102T0800,-1.4094714,93,10.086427,357.9546,100,0,0.89001465
20090102T0900,-1.8894713,91,9.885262,349.50854,100,13.349999,0.83999634
20090102T1000,-1.6194713,86,8.427383,340.0169,100,99.68,1.2700195
20090102T1100,-0.9294713,80,9.227524,339.44397,100,197.58,2.1799927
20090102T1200,-0.10947134,74,9.793058,342.89728,100,275.9,3.2900085
20090102T1300,0.74052864,68,9.178235,348.69006,66,331.08,4.230011
20090102T1400,1.3305286,66,8.049845,349.69516,60,318.62,4.8000183
20090102T1500,1.8105286,65,5.8048253,352.875,72,259.88,4.970001
20090102T1600,2.0105286,66,5.815978,21.801407,100,153.08,4.730011
20090102T1700,1.9005287,68,9.904906,19.093475,100,35.6,3.869995
20090102T1800,2.4105287,66,11.726277,72.1213,100,0,3.4100037
20090102T1900,0.92052865,65,17.76081,72.29957,3,0,2.7600098
20090102T2000,-0.93947136,71,16.299694,83.65981,0,0,1.7000122
20090102T2100,-1.1494713,62,17.771753,83.018936,0,0,0.8800049
20090102T2200,-1.2494713,68,22.007162,86.24826,0,0,0.26000977
20090102T2300,-1.5494714,69,31.06239,85.34664,0,0,-0.22000122
20090103T0000,-1.7994714,70,31.328272,88.68309,0,0,-0.6199951
20090103T0100,-1.9894713,69,30.248568,88.63607,0,0,-0.95999146
20090103T0200,-2.1694715,68,25.6233,85.97173,0,0,-1.269989
20090103T0300,-2.4994714,67,18.947083,75.69972,0,0,-1.5599976
20090103T0400,-2.8994715,65,13.854155,65.43283,0,0,-1.8599854
20090103T0500,-3.6594715,65,9.504273,65.37643,0,0,-2.4299927
20090103T0600,-3.7294714,67,8.225035,66.8014,0,0,-2.6900024
20090103T0700,-3.9194715,67,7.42159,50.906143,0,0,-2.9400024
20090103T0800,-4.3094716,69,5.8048253,29.744873,0,0,-3.1999817
20090103T0900,-4.6594715,76,4.072935,44.999985,0,22.25,-3.3099976
20090103T1000,-2.9494715,67,7.289444,69.77513,0,142.4,-2.5599976
20090103T1100,-0.65947133,48,11.090103,76.86598,0,250.98,-1.0899963
20090103T1200,0.8305287,42,11.503113,69.86369,0,323.96,0.5800171
20090103T1300,1.8405286,41,8.669949,48.366455,0,350.66,2.080017
20090103T1400,2.1805286,45,6.489992,3.1798248,0,330.19,3.1600037
20090103T1500,1.6105287,54,5.991594,327.26477,0,264.33,3.5299988
20090103T1600,0.7105287,63,8.669949,318.36646,0,159.31,3.0899963
20090103T1700,0.020528657,66,9.085988,326.30994,0,37.38,2
20090103T1800,-1.2094713,73,5.0911684,315,0,0,0.8999939
20090103T1900,-2.3394713,80,2.52,270,0,0,-0.049987793
20090103T2000,-3.0794713,84,3.8268526,228.81409,0,0,-0.8699951
20090103T2100,-3.5594714,86,5.0911684,225,0,0,-1.5400085
20090103T2200,-4.0194716,86,4.2136917,250.0169,0,0,-2.0799866
20090103T2300,-4.4994717,88,2.9024127,262.875,0,0,-2.5499878
20090104T0000,-4.7994714,89,2.6208394,254.0546,0,0,-2.9599915
20090104T0100,-4.8694715,89,2.9024127,240.25513,57,0,-3.2799988
20090104T0200,-5.0094714,90,2.52,270,17,0,-3.5400085
20090104T0300,-5.0794716,91,2.1897945,260.5377,3,0,-3.7900085
20090104T0400,-5.0594716,92,1.1384199,251.56506,3,0,-4.0099792
20090104T0500,-5.7294717,73,1.835647,78.69006,0,0,-4.23999
20090104T0600,-5.8794713,75,2.0364676,44.999985,0,0,-4.389984
20090104T0700,-5.9994717,78,1.9386592,21.801407,0,0,-4.5400085
20090104T0800,-6.0894713,79,1.484318,255.96376,9,0,-4.6600037
20090104T0900,-5.6594715,76,2.7416782,203.1986,8,24.92,-4.5799866
20090104T1000,-4.3594713,67,2.3051248,141.34018,9,147.73999,-3.6399841
20090104T1100,-2.7994714,59,2.8799999,89.99999,38,253.65,-2.1399841
20090104T1200,-1.2894714,51,2.968636,75.96376,50,320.4,-0.42999268
20090104T1300,-0.08947134,46,2.5455842,351.8699,48,349.77,1.1100159
20090104T1400,0.7705287,44,4.3349743,318.36646,64,331.97,2.25
20090104T1500,1.2805287,43,5.6233797,309.80557,62,267.88998,2.8600159
20090104T1600,1.3505287,46,4.8965297,306.02737,50,169.09999,2.7400208
20090104T1700,0.9505287,52,4.5820518,315,100,43.61,1.9500122
20090104T1800,0.5205287,57,2.3051248,308.65982,100,0,1.2700195
20090104T1900,0.30052868,61,4.0249224,259.69516,100,0,0.74002075
20090104T2000,0.050528657,59,10.390226,255.96376,100,0,0.36999512
20090104T2100,-0.18947133,59,12.074766,259.69516,100,0,0.05001831
20090104T2200,-0.4994713,60,11.928989,264.80557,100,0,-0.22998047
20090104T2300,-0.6794713,61,11.165805,268.1524,100,0,-0.4199829
20090105T0000,-0.71947134,62,8.707238,262.875,100,0,-0.519989
20090105T0100,-0.7494713,63,7.9526596,264.80557,100,0,-0.58999634
20090105T0200,-0.8594713,63,9.746631,265.7636,100,0,-0.6199951
20090105T0300,-1.2994714,65,10.495713,264.09387,100,0,-0.7999878
20090105T0400,-1.6694714,65,11.570515,264.64417,100,0,-0.98999023
20090105T0500,-3.5294714,59,4.1046314,142.12502,100,0,-2.2299805
20090105T0600,-3.5094714,62,3.9763298,174.80557,100,0,-2.3299866
20090105T0700,-3.3194714,67,3.396233,212.00539,100,0,-2.369995
20090105T0800,-2.9894714,62,3.96,270,100,0,-2.2900085
20090105T0900,-2.8894715,59,6.638072,282.5288,100,20.47,-2.0899963
20090105T1000,-2.1594715,56,8.557102,284.62088,100,120.15,-1.3099976
20090105T1100,-1.3494713,54,8.049845,296.56506,100,194.91,-0.22998047
20090105T1200,-0.52947134,50,7.491114,305.2176,100,250.98,0.9700012
20090105T1300,0.040528655,49,9.178235,318.17984,100,261.66,1.980011
20090105T1400,0.29052866,50,10.805998,330.01837,100,236.73999,2.6100159
20090105T1500,0.14052865,53,11.91812,334.98312,100,169.09999,2.6799927
20090105T1600,-0.069471344,55,13.202726,334.13367,100,86.33,2.3000183
20090105T1700,-0.56947136,60,16.179985,339.14557,100,20.47,1.6900024
20090105T1800,-1.9694713,83,17.462782,345.6773,100,0,1.0800171
20090105T1900,-2.2294714,89,16.862455,343.8866,100,0,0.6300049
20090105T2000,-2.3094714,91,16.418526,344.74487,100,0,0.30999756
20090105T2100,-2.1894715,91,13.009903,345.57922,100,0,0.08999634
20090105T2200,-1.9994713,91,11.043261,340.9744,100,0,-0.040008545
20090105T2300,-2.0094714,92,11.013882,348.69006,100,0,-0.16998291
20090106T0000,-1.8994713,93,6.8399997,360,100,0,-0.23999023
20090106T0100,-1.8794713,93,3.5455887,23.962494,100,0,-0.2999878
20090106T0200,-2.1294715,95,4.0249224,10.30484,100,0,-0.5
20090106T0300,-2.5394714,94,7.2,360,100,0,-0.6000061
20090106T0400,-3.0994716,94,7.92,360,100,0,-0.6799927
20090106T0500,-5.5794716,96,6.12,360,92,0,-3
20090106T0600,-5.5894713,93,5.1544156,347.90524,100,0,-3.119995
20090106T0700,-5.4394712,93,6.924738,351.02737,100,0,-3.0899963
20090106T0800,-5.7194715,93,7.771331,346.6075,100,0,-3.1099854
20090106T0900,-6.0394716,93,7.968939,341.56506,100,23.14,-3.2299805
20090106T1000,-4.2394714,92,4.8965297,36.027374,100,138.84,-2.630005
20090106T1100,-1.5394714,75,11.269782,63.43495,58,245.64,-1.4199829
20090106T1200,0.48052865,64,17.727943,77.09259,62,320.4,-0.019989014
20090106T1300,0.91052866,63,18.079027,77.34744,100,338.19998,1.2900085
20090106T1400,1.3005286,63,17.518356,80.537674,100,291.03,2.2700195
20090106T1500,1.4605286,65,15.978486,75.650665,100,206.48,2.619995
20090106T1600,1.2605287,69,17.313717,86.42367,100,98.79,2.369995
20090106T1700,0.78052866,77,14.512064,82.874985,100,24.92,1.8200073
20090106T1800,0.25052866,77,12.074766,63.43495,100,0,1.3099976
20090106T1900,-0.20947134,75,12.594856,59.036255,100,0,0.8999939
20090106T2000,-0.6794713,74,12.594856,59.036255,100,0,0.51000977
20090106T2100,-1.2394713,80,8.049845,63.43495,100,0,0.17999268
20090106T2200,-1.8294713,88,2.9024127,29.744873,66,0,-0.13000488
20090106T2300,-3.7994714,96,8.14587,315,100,0,-0.75997925
20090107T0000,-5.0394716,95,8.78872,304.99203,100,0,-1.1999817
20090107T0100,-4.9894714,94,7.289445,302.90524,100,0,-1.5700073
20090107T0200,-4.8594713,93,6.696387,306.25385,100,0,-1.8099976
20090107T0300,-5.0894713,93,9.957108,319.3987,100,0,-2
20090107T0400,-5.2594714,93,11.119281,330.94543,100,0,-2.1900024
20090107T0500,-6.1194715,94,7.9036193,329.93143,100,0,-3.130005
20090107T0600,-6.2794714,93,5.8048253,330.25513,100,0,-3.3299866
20090107T0700,-6.3594713,93,5.937272,345.96375,100,0,-3.600006
20090107T0800,-6.2694716,93,8.28,360,100,0,-3.6900024
20090107T0900,-6.2994714,92,11.966954,344.29138,100,19.58,-3.5099792
20090107T1000,-6.0594716,89,13.896187,343.44293,100,122.82,-2.9100037
20090107T1100,-5.1694713,87,14.24163,339.27444,100,231.4,-1.9899902
20090107T1200,-3.9794717,78,12.303366,339.44397,70,312.38998,-0.9199829
20090107T1300,-2.1194715,71,6.151683,339.44397,29,348.88,0.11001587
20090107T1400,-0.029471342,66,1.8,360,60,330.19,1.0400085
20090107T1500,-1.0694714,70,5.937272,14.03624,48,270.56,1.3999939
20090107T1600,-1.1094713,71,10.105681,355.91437,2,169.98999,1.0599976
20090107T1700,-1.8694713,83,13.979871,348.11133,0,44.5,0.17001343
20090107T1800,-3.8894715,90,11.720751,349.38034,0,0,-0.8800049
20090107T1900,-4.6894712,94,3.6,306.8699,0,0,-1.7900085
20090107T2000,-5.2494717,94,4.8965297,233.97263,0,0,-2.5499878
20090107T2100,-5.6994715,94,5.8603754,227.48956,0,0,-3.1900024
20090107T2200,-6.1694713,93,4.072935,225,0,0,-3.75
20090107T2300,-6.2894716,88,1.835647,101.30993,0,0,-4.23999
20090108T0000,-5.9094715,88,6.849467,86.98721,0,0,-4.5899963
20090108T0100,-4.8494716,77,6.830519,71.56504,0,0,-4.8200073
20090108T0200,-4.3494716,74,7.172949,72.47443,0,0,-4.9499817
20090108T0300,-3.2794714,70,9.449572,72.255325,0,0,-5.0400085
20090108T0400,-3.3994715,73,13.708391,76.32868,0,0,-5.0599976
20090108T0500,-4.6894712,93,11.792404,58.736267,100,0,-1.8299866
20090108T0600,-4.8194714,93,12.7279215,61.2602,100,0,-1.8299866
20090108T0700,-4.9194713,93,12.7279215,61.2602,100,0,-1.8299866
20090108T0800,-4.9694715,93,12.7279215,61.2602,100,0,-1.8299866
20090108T0900,-4.7394714,92,13.849477,62.102737,100,20.47,-1.8299866
20090108T1000,-3.9894714,91,15.7908325,65.772255,100,129.05,-1.8299866
20090108T1100,-3.1894715,86,16.311613,67.96376,100,238.51999,-1.7299805
20090108T1200,-2.4394715,83,16.055353,70.346176,100,304.38,-1.4599915
20090108T1300,-2.3194714,81,15.042659,68.962494,14,362.22998,-3.630005
20090108T1400,-1.5694714,82,15.937878,71.56504,18,344.43,-3.1099854
20090108T1500,-1.2494713,82,15.141414,71.995834,25,281.24,-2.7200012
20090108T1600,-1.4194714,83,12.979984,70.55996,100,167.31999,-2.4799805
20090108T1700,-1.8094714,85,10.495713,67.83366,100,48.95,-2.4700012
20090108T1800,-2.0494714,87,8.766573,70.820984,100,0,-2.4700012
20090108T1900,-2.4094715,90,7.42159,75.96376,100,0,-2.4700012
20090108T2000,-2.6794715,92,6.519877,83.65981,100,0,-2.4700012
20090108T2100,-2.9794714,94,5.7599998,89.99999,100,0,-2.4700012
20090108T2200,-3.2094715,94,4.6938252,94.398705,100,0,-2.4700012
20090108T2300,-3.4594715,95,4.0249224,100.30484,100,0,-2.4700012
20090109T0000,-3.6194715,95,3.7585104,106.69924,100,0,-2.4700012
20090109T0100,-3.8394713,96,3.5455887,113.96249,100,0,-2.4700012
20090109T0200,-3.9494715,96,3.7064266,119.054596,100,0,-2.4700012
20090109T0300,-4.1394715,96,3.396233,122.00538,100,0,-2.4700012
20090109T0400,-4.2694716,96,3.319036,130.60129,100,0,-2.4700012
20090109T0500,-7.7394714,86,6.439876,333.43497,0,0,-5.389984
20090109T0600,-7.9394712,91,2.0364676,315,0,0,-5.630005
20090109T0700,-7.9194713,94,2.5959969,303.69006,0,0,-5.8099976
20090109T0800,-7.9294715,92,2.9024127,299.74487,0,0,-5.9499817
20090109T0900,-7.2494717,92,1.08,270,0,23.14,-5.9100037
20090109T1000,-5.1794715,87,3.396233,147.99461,5,143.29,-5.119995
20090109T1100,-3.9094715,85,8.373386,115.46334,0,251.87,-3.8200073
20090109T1200,-1.6194713,75,17.114204,112.249016,0,323.96,-2.25
20090109T1300,0.5205287,70,20.730501,110.323135,0,353.33,-0.6000061
20090109T1400,1.4905287,69,21.129883,103.799484,0,336.41998,0.6300049
20090109T1500,1.5905286,72,18.94024,98.74616,0,274.12,1.25
20090109T1600,0.9505287,79,13.363711,85.36454,0,172.66,1.1900024
20090109T1700,-0.29947135,88,8.707237,60.25511,0,48.95,0.42999268
20090109T1800,-1.6494713,92,5.0911684,44.999985,0,0,-0.5
20090109T1900,-3.3994715,86,2.2768397,341.56506,0,0,-1.3299866
20090109T2000,-4.1394715,83,2.968636,255.96376,0,0,-2.119995
20090109T2100,-4.1394715,92,2.16,270,0,0,-2.6900024
20090109T2200,-4.3594713,93,0.5091169,135,0,0,-3.1099854
20090109T2300,-4.5994716,94,1.9386592,111.80141,0,0,-3.4499817
20090110T0000,-5.0794716,99,1.835647,101.30993,0,0,-3.75
20090110T0100,-5.2894716,95,4.3498964,114.44395,0,0,-4.019989
20090110T0200,-5.3994713,95,6.439876,116.56505,0,0,-4.269989
20090110T0300,-5.1094713,94,8.049845,116.56505,0,0,-4.4799805
20090110T0400,-3.7894714,88,11.923557,118.88658,0,0,-4.669983
20090110T0500,-6.2694716,92,4.39436,325.008,0,0,-5.0799866
20090110T0600,-6.6894712,96,2.2768397,341.56506,0,0,-5.2299805
20090110T0700,-6.8394713,96,1.9386592,338.1986,0,0,-5.369995
20090110T0800,-6.9994717,95,1.609969,296.56506,0,0,-5.5
20090110T0900,-6.8194714,93,1.1384199,288.43497,0,24.029999,-5.4799805
20090110T1000,-4.0394716,92,4.3349743,131.63353,2,145.95999,-4.669983
20090110T1100,-2.1894715,83,9.826088,118.442924,0,255.43,-3.2599792
20090110T1200,0.22052866,72,15.042659,111.0375,0,330.19,-1.519989
20090110T1300,1.4605286,69,15.937878,108.434944,0,360.44998,0.040008545
20090110T1400,2.5005286,68,15.379206,106.31385,0,344.43,1.1900024
20090110T1500,2.8305285,70,14.264361,100.17551,0,282.13,1.8000183
20090110T1600,1.9605286,82,11.525623,88.21008,0,179.78,1.75
20090110T1700,0.6305287,81,11.367109,79.04594,0,52.51,0.89001465
20090110T1800,-0.69947135,89,11.928989,84.805565,0,0,-0.17999268
20090110T1900,-1.4494714,90,9.47012,98.74616,0,0,-1.0799866
20090110T2000,-2.2794714,94,5.95906,115.01689,0,0,-1.8200073
20090110T2100,-3.0094714,100,3.219938,153.43495,3,0,-2.380005
20090110T2200,-3.1394715,97,3.7064266,150.94539,100,0,-2.3599854
20090110T2300,-3.1094716,97,4.3349743,138.36646,100,0,-2.2299805
20090111T0000,-3.5494714,96,5.991594,122.73523,8,0,-2.1900024
20090111T0100,-4.0394716,96,6.12,118.07248,1,0,-2.2200012
20090111T0200,-4.1394715,96,6.28713,113.62937,1,0,-2.2799988
20090111T0300,-4.1494713,96,5.3517847,109.653824,0,0,-2.380005
20090111T0400,-4.5094714,96,4.829907,116.56505,0,0,-2.5700073
20090111T0500,-2.8394713,64,1.484318,75.96376,0,0,-4.6600037
20090111T0600,-3.0694714,65,1.9386592,111.80141,0,0,-4.919983
20090111T0700,-2.9094715,64,3.8268526,138.81407,0,0,-5.149994
20090111T0800,-2.8494716,64,7.5942082,121.429565,0,0,-5.350006
20090111T0900,-2.8294713,64,9,106.2602,0,25.81,-5.299988
20090111T1000,-2.8594716,78,7.6367526,98.1301,0,152.19,-4.299988
20090111T1100,-1.3394713,83,8.557102,104.620865,0,264.33,-2.8399963
20090111T1200,0.7505287,78,9.178235,101.30993,0,339.09,-1.1000061
20090111T1300,2.1905286,73,7.5599995,89.99999,0,368.46,0.5
20090111T1400,3.0605285,73,6.638072,77.47118,0,351.55,1.7000122
20090111T1500,3.5205286,74,7.491114,54.782394,0,287.47,2.3399963
20090111T1600,3.3605285,77,7.42159,67.166336,0,184.23,2.369995
20090111T1700,2.9605286,72,8.311245,94.96974,0,56.07,1.4900208
20090111T1800,1.8605287,79,7.628263,109.29004,0,0,0.3500061
20090111T1900,0.79052866,85,6.9527545,111.2505,0,0,-0.58999634
20090111T2000,-0.41947132,88,6.28713,103.24051,0,0,-1.3699951
20090111T2100,-1.6194713,91,9.107359,108.434944,0,0,-2.0299988
20090111T2200,-1.9494714,89,10.144082,117.474434,0,0,-2.6099854
20090111T2300,-1.8494713,82,11.923557,118.88658,0,0,-3.100006
20090112T0000,-2.0394714,76,13.849477,117.89726,0,0,-3.5099792
20090112T0100,-2.2094715,69,14.654254,117.8241,0,0,-3.8399963
20090112T0200,-2.3994715,68,14.654254,117.8241,0,0,-4.130005
20090112T0300,-2.7594714,71,13.849477,117.89726,0,0,-4.389984
20090112T0400,-3.3194714,73,11.923557,118.88658,0,0,-4.639984
20090112T0500,-3.0294714,69,5.315336,118.30075,0,0,-5.130005
20090112T0600,-2.7194715,67,7.4128532,119.054596,0,0,-5.25
20090112T0700,-2.4594715,66,8.587338,123.023865,0,0,-5.3599854
20090112T0800,-2.6694715,66,9.290511,125.537674,0,0,-5.470001
20090112T0900,-2.6494715,66,9.504272,127.30394,0,25.81,-5.350006
20090112T1000,-2.1594715,76,10.00256,120.25643,0,151.3,-4.269989
20090112T1100,-1.0194713,78,9.826088,118.442924,0,263.44,-2.6900024
20090112T1200,1.0005287,82,7.628263,109.29004,0,339.09,-0.91000366
20090112T1300,2.2905285,80,9.107359,108.434944,0,369.35,0.74002075
20090112T1400,3.5305285,80,9.227524,110.556046,0,352.44,1.9900208
20090112T1500,4.0705285,84,8.707238,97.125015,0,290.13998,2.7099915
20090112T1600,3.9905286,85,11.720751,100.61965,0,186.9,2.7799988
20090112T1700,4.4805284,81,14.707222,111.54097,0,57.85,1.9599915
20090112T1800,4.0505285,78,16.923828,119.29136,0,0,0.9200134
20090112T1900,4.3705287,52,13.089354,121.50426,0,0,0.1000061
20090112T2000,3.8705285,40,11.770403,113.42869,0,0,-0.6000061
20090112T2100,4.0705285,51,10.805998,119.981636,6.3,0,-1.1900024
20090112T2200,4.0905285,49,11.27553,106.69924,55,0,-1.6399841
20090112T2300,2.6905286,52,11.27553,106.69924,100,0,-1.8899841
20090113T0000,1.4305286,66,12.429127,100.00798,100,0,-1.8699951
20090113T0100,1.9705287,65,12.661564,104.82648,100,0,-1.7999878
20090113T0200,2.6605287,60,12.57426,103.24051,70,0,-1.8200073
20090113T0300,3.0805285,58,11.966953,111.161255,45,0,-2
20090113T0400,3.1105285,58,11.503113,110.1363,19,0,-2.2900085
20090113T0500,1.4905287,65,13.849477,117.89726,0,0,-3.0099792
20090113T0600,2.2405286,57,13.397612,120.69972,0,0,-3.25
20090113T0700,2.7805285,55,12.4811535,123.231705,0,0,-3.4599915
20090113T0800,2.4805286,59,12.074766,116.56505,2.7,0,-3.6399841
20090113T0900,1.5505286,65,9.693296,111.80141,5.1000004,31.15,-3.5499878
20090113T1000,1.0005287,72,7.8625183,105.9454,10,161.98,-2.4599915
20090113T1100,1.1005287,82,7.8625183,105.9454,8,271.44998,-0.8299866
20090113T1200,2.8805285,83,6.28713,103.24051,13,344.43,0.8800049
20090113T1300,4.2805285,83,6.725354,105.5241,15,373.8,2.4900208
20090113T1400,5.4705286,84,9.565437,109.798874,19,357.78,3.75
20090113T1500,6.290529,86,10.239453,100.124664,9,297.26,4.51001
20090113T1600,6.5505285,84,10.661107,101.68936,1.8000001,196.69,4.649994
20090113T1700,6.4805284,85,12.181625,108.9704,0,67.64,3.8200073
20090113T1800,5.6105285,89,12.768586,111.50143,1.2,0,2.6600037
20090113T1900,4.7705283,80,12.979984,109.44003,15,0,1.7200012
20090113T2000,3.3005285,77,11.631956,111.80141,0,0,0.94000244
20090113T2100,2.0105286,86,10.365251,110.323135,3,0,0.27999878
20090113T2200,1.6205287,88,10.028439,111.03751,4.2000003,0,-0.27999878
20090113T2300,1.5605286,87,8.427383,109.9831,5.4,0,-0.75
20090114T0000,0.93052864,87,9.565437,109.798874,14,0,-1.1499939
20090114T0100,1.4905287,83,9.693296,111.80141,2,0,-1.4899902
20090114T0200,1.7305287,82,9.178235,101.30993,0.6,0,-1.769989
20090114T0300,1.1805286,82,8.427383,109.9831,2.7,0,-2.019989
20090114T0400,1.2405287,80,8.217153,118.81079,4.8,0,-2.2299805
20090114T0500,0.99052864,62,9.178235,131.82016,0,0,-2.9499817
20090114T0600,1.1005287,60,6.9247384,117.89726,0,0,-3.119995
20090114T0700,0.73052865,62,6.6185193,112.380135,0,0,-3.2900085
20090114T0800,0.65052867,62,4.8965297,126.027374,0,0,-3.4499817
20090114T0900,1.3105286,59,3.319036,167.47119,0,26.699999,-3.350006
20090114T1000,1.6505287,78,9.3876505,265.6013,100,152.19,-2.1600037
20090114T1100,1.5405287,87,20.674158,277.00128,100,200.25,-0.32000732
20090114T1200,2.5105286,87,20.519999,270,100,127.27,0.69000244
20090114T1300,3.0005286,87,23.4,270,100,140.62,1.5800171
20090114T1400,2.6005285,89,24.251284,275.96448,100,114.81,2.080017
20090114T1500,2.1405284,90,21.986542,272.81555,100,70.31,2.2000122
20090114T1600,2.6905286,89,19.443333,271.0609,100,59.629997,2.2600098
20090114T1700,2.5905285,94,16.62249,274.96973,100,35.6,2.230011
20090114T1800,2.3905284,97,15.546833,275.31454,100,0,2.0299988
20090114T1900,2.2005286,98,14.84318,292.83368,100,0,1.8999939
20090114T2000,1.8605287,97,11.988594,311.34778,100,0,1.7900085
20090114T2100,1.5605286,96,10.703569,312.27368,100,0,1.7000122
20090114T2200,1.1105287,96,9.686609,311.98724,100,0,1.5899963
20090114T2300,0.78052866,95,6.297428,300.96375,100,0,1.4700012
20090115T0000,0.6305287,95,5.8603754,317.48956,100,0,1.3800049
20090115T0100,0.43052867,95,6.792466,327.99463,100,0,1.2900085
20090115T0200,0.25052866,95,4.829907,333.43497,100,0,1.2000122
20090115T0300,0.14052865,95,4.73506,351.25385,100,0,1.1199951
20090115T0400,0.21052867,95,6.28713,346.7595,100,0,1.0599976
20090115T0500,0.43052867,96,8.28,360,100,0,0.79000854
20090115T0600,0.13052866,95,5.4119864,3.8140564,100,0,0.80999756
20090115T0700,0.49052867,93,0.8049845,116.56505,100,0,0.8200073
20090115T0800,0.21052867,94,3.7064266,150.94539,100,0,0.83999634
20090115T0900,-0.08947134,91,7.9932966,125.83765,1,27.59,0.6700134
20090115T1000,0.9405287,81,18.35647,115.55997,2,152.19,0.99002075
20090115T1100,1.8505287,79,22.702845,104.69731,8,262.55,1.8300171
20090115T1200,2.8605285,75,21.188072,99.7824,2,337.31,2.9100037
20090115T1300,3.7805285,72,20.617662,102.09476,0,366.68,3.9400024
20090115T1400,4.4105287,71,23.233253,102.52881,0,350.66,4.6799927
20090115T1500,5.0205283,71,23.377836,99.75242,0,291.03,4.970001
20090115T1600,4.8905287,77,17.015474,96.07246,0,190.45999,4.730011
20090115T1700,3.7905285,86,9.114471,80.90972,0,65.86,3.9299927
20090115T1800,2.8905284,88,3.6,36.86989,0,0,2.880005
20090115T1900,1.5505286,92,5.0142193,111.03751,0,0,2.0200195
20090115T2000,0.8305287,98,8.39657,120.96376,3,0,1.3000183
20090115T2100,0.37052867,97,11.090103,125.75388,0,0,0.7000122
20090115T2200,-0.28947133,96,17.068707,117.64597,2,0,0.22000122
20090115T2300,-0.6794713,99,23.469128,122.47119,2,0,-0.16000366
20090116T0000,-0.7394713,95,24.514387,119.9536,2,0,-0.47000122
20090116T0100,-1.2894714,97,21.370783,122.61925,1,0,-0.79000854
20090116T0200,-1.6794714,96,19.67195,124.562515,0,0,-1.1099854
20090116T0300,-1.9594713,96,15.94601,118.30075,0,0,-1.4199829
20090116T0400,-2.2594714,96,14.81259,115.94229,0,0,-1.6999817
20090116T0500,-1.9394714,89,7.928177,129.47246,0,0,-2.2999878
20090116T0600,-1.9794713,87,10.630672,118.30075,5.4,0,-2.5299988
20090116T0700,-2.6094716,88,13.089354,121.50426,7.2000003,0,-2.7099915
20090116T0800,-2.8394713,88,14.8257065,119.054596,6.3,0,-2.8399963
20090116T0900,-2.3794715,89,17.595861,120.76271,6.3,33.82,-2.6799927
20090116T1000,-0.6194713,89,14.8257065,119.054596,11.1,166.43,-1.6000061
20090116T1100,1.2605287,86,14.007655,115.90651,21,275.9,0
20090116T1200,3.2005286,83,13.37825,113.80594,7,349.77,1.7799988
20090116T1300,5.3605285,80,13.37825,113.80594,3.6000001,380.03,3.480011
20090116T1400,6.9805284,78,9.83268,113.7495,14,363.12,4.9400024
20090116T1500,7.4505286,80,9.178235,101.30993,33,303.49,5.860016
20090116T1600,6.9905286,84,12.682018,96.5198,100,199.36,6.0700073
20090116T1700,6.1005287,82,15.281989,105.01836,100,74.76,5.450012
20090116T1800,5.9305286,79,12.413477,119.53878,66,0,4.399994
